,CO:coDesc,Fixed Final,predictions
173,cit lean digit transform partner world biggest compani pioneer deliv speedatscal applic design think lean methodolog advanc tech includ machin learningai advanc,1.0,1
175,transdev north america largest privat sector oper multipl mode transit north america provid bu rail paratransit shuttl sedan taxi servic manag 200 transport contract citi transit author airport provid safe sustain mobil solut,1.0,1
176,aspir system global technolog servic firm serv trust technolog partner custom work world innov enterpris independ softwar vendor help leverag technolog outsourc specif area expertis core philosophi attent alway commun belief lavish care attent custom employe,1.0,1
177,wag lab develop wag ondemand dog walk platform crazi dog peopl love everyth intend bring joy keep safe compani found 2015 born lo,2.0,1
178,industri leader secur secur industri specialist offer uniqu solut fortun 500 compani intern event celebr client partnership demonstr boutiqu approach welcom chang industri typic recogn creativ solut transpar integr sophist capabl commit continu process improv allow us posit sourc truli innov servic corpor cultur live entiti oppos idea experienc si either employe client attest someth differ way employe conduct feel respons current staff cultur much defin element si legaci predecessor creat us join team httpsisuscar connect us facebook googlgnt9yw instagram httpswwwinstagramcomsecurityindustryspecialistshlen twitter httpstwittercomsis_u,1.0,1
181,whether need spruce home clean servic hire handyman find reliabl contractor remodel homeadvisor make updat home quick easi routin vote top workplac around countri homeadvisor instantli match homeown screen servic profession hundr repair job around hous led cuttingedg forwardthink workforc design innov technolog produc interact homeown resourc help servic profession grow advanc busi homeadvisor bring home servic industri futur one colorado largest digit technolog compani homeadvisor awardwin offic colorado spring denver indianapoli kansa citi new york alway lookout intellig creativ mind join team think youv got take part one colorado fastest grow tech compani visit httpswwwabouthomeadvisorcomcar inform homeadvisor oper compani angi homeservic nasdaq angi,2.0,1
182,dk found london 1974 world lead illustr publish member penguin random hous divis bertelsmann humbl begin london studio global reach today dk aim inspir educ entertain alway remain world lead illustr refer publish produc content consum 100 countri 60 languag offic uk india us germani china canada spain australia dk commit deliv worldclass inform unparallel clariti craft qualiti author trust dk book act friendli knowledg companion throughout everi stage life babi first board book comfort delight children atla spark curiou mind travel guid ensur trip lifetim everyth dream across rang histori scienc craft cookeri well bestsel licens public book pair thought inform stun imag whether encourag imagin support person project introduc child wonder world dk recognis around globe abil excit inspir,2.0,1
184,core aquent help compani adapt chang find new way stay competit offer broad rang servic client includ temporari temptoperm staf employ record studio web applic develop aquent also invest train talent webcast digit class ensur provid client highend creativ web expert readi work,1.0,1
187,guidewir deliv industri platform properti casualti pc insur reli upon adapt succeed time acceler chang provid softwar servic partner ecosystem enabl custom run differenti grow busi privileg serv 350 compani 32 countri check blog smart approach httpwwwguidewirecomblog follow us twitter guidewire_pandc,1.0,1
188,patienttopay nthrive provid technolog advisori expertis servic analyt educ program health care organ need thrive commun serv formerli known medasset precys equat nthrive built legaci excel recent nthrive acquir two leader field adreima provid patientcent clinic integr revenu cycl servic help patient find coverag meet financi oblig e4e healthcar servic busi process outsourc compani five organ togeth combin top talent capabl health care industri singl enterpris inform pleas visit wwwnthrivecom,1.0,1
189,deliv advanc enterpris rpa platform built busi strive benefit autom first era digit transform acceler 2750 enterpris custom govern agenc use uipath enterpris rpa platform rapidli deploy softwar robot perfectli emul execut repetit process boost busi product ensur complianc enhanc custom experi across backoffic frontoffic oper technolog use thousand compani particularli document manag contact center healthcar financ account human resourc suppli chain address major technic challeng includ data extract migrat process autom applic integr busi process outsourc encourag best mind contribut creat next leap rpa 300000 develop rank build upon uipath commun edit support grow pool talent brought uipath academi world first open onlin train certif platform dedic rpa user 200000 user span contin enrol least one onlin cours sinc launch april 2017 base new york citi uipath presenc extend 31 offic across 19 countri throughout north america europ asia inform visit httpswwwuipathcom,1.0,1
